,First_pokemon,Second_pokemon,Winner
21996,548,369,369
21997,505,86,505
21998,262,490,490
21999,259,275,275
22000,535,463,535
22001,627,454,454
22002,549,626,549
22003,367,170,170
22004,377,521,521
22005,441,423,441
22006,56,462,56
22007,620,606,620
22008,319,416,319
22009,592,142,142
22010,698,272,272
22011,15,444,15
22012,130,710,130
22013,437,612,612
22014,207,647,647
22015,446,651,446
22016,415,476,476
22017,704,229,229
22018,540,605,540
22019,76,561,561
22020,269,487,487
22021,263,714,263
22022,78,381,381
22023,433,323,433
22024,403,564,403
22025,251,255,251
22026,647,250,647
22027,163,689,689
22028,452,509,452
22029,422,547,547
22030,126,216,126
22031,704,605,704
22032,64,348,348
22033,179,655,655
22034,181,312,312
22035,413,134,134
22036,346,315,315
22037,385,711,385
22038,642,681,642
22039,53,362,53
22040,695,566,695
22041,352,219,352
22042,585,445,445
22043,678,663,663
22044,193,279,193
22045,661,494,494
22046,392,401,392
22047,186,694,694
22048,464,321,321
22049,638,184,638
22050,461,705,461
22051,129,238,129
22052,719,572,572
22053,147,121,121
22054,514,613,514
22055,603,447,447
22056,483,321,483
22057,708,380,380
22058,617,365,617
22059,68,19,19
22060,169,645,169
22061,94,697,94
22062,441,619,441
22063,108,257,257
22064,710,693,693
22065,421,269,421
22066,621,701,701
22067,400,429,429
22068,243,354,243
22069,637,208,208
22070,332,680,332
22071,61,709,61
22072,681,206,206
22073,203,186,203
22074,103,719,719
22075,134,473,473
22076,45,12,12
22077,357,79,357
22078,22,591,22
22079,602,236,602
22080,214,112,214
22081,668,162,668
22082,306,368,368
22083,548,683,548
22084,579,605,605
22085,596,413,596
22086,138,305,305
22087,16,394,16
22088,329,61,61
22089,348,527,527
22090,583,157,157
22091,311,558,558
22092,560,49,49
22093,70,414,414
22094,460,622,460
22095,212,657,657
22096,350,170,350
22097,95,307,95
22098,368,311,311
22099,49,322,322
22100,486,709,709
22101,588,551,551
22102,331,209,331
22103,259,478,478
22104,637,401,637
22105,460,6,6
22106,237,235,235
22107,360,594,594
22108,437,188,437
22109,434,8,434
22110,251,158,251
22111,355,479,479
22112,493,420,493
22113,431,115,115
22114,117,599,117
22115,634,432,432
22116,454,88,454
22117,426,386,386
22118,104,37,37
22119,479,525,525
22120,285,64,64
22121,32,436,436
22122,715,207,715
22123,368,316,368
22124,29,410,29
22125,387,335,335
22126,16,20,20
22127,74,468,468
22128,142,53,142
22129,438,569,569
22130,139,590,139
22131,62,612,612
22132,616,610,610
22133,8,390,390
22134,699,580,699
22135,11,489,489
22136,176,89,89
22137,389,369,389
22138,347,305,347
22139,151,420,151
22140,384,286,384
22141,109,503,503
22142,492,135,135
22143,31,479,479
22144,276,607,607
22145,705,473,473
22146,39,410,410
22147,448,663,663
22148,281,406,406
22149,395,335,335
22150,290,589,589
22151,184,454,454
22152,633,542,542
22153,638,278,638
22154,99,114,99
22155,439,14,14
22156,717,707,717
22157,700,386,386
22158,336,608,336
22159,407,233,407
22160,497,510,497
22161,441,566,441
22162,563,416,416
22163,113,358,358
22164,607,475,475
22165,119,532,119
22166,19,389,19
22167,324,382,382
22168,31,58,31
22169,517,388,388
22170,335,212,335
22171,15,470,470
22172,689,716,716
22173,105,406,406
22174,468,412,468
22175,314,129,314
22176,281,384,384
22177,443,200,200
22178,448,130,448
22179,54,250,250
22180,189,284,189
22181,400,346,400
22182,3,131,3
22183,65,148,65
22184,150,104,150
22185,271,519,271
22186,341,451,451
22187,362,645,645
22188,672,80,672
22189,401,206,206
22190,174,23,23
22191,61,440,61
22192,366,386,386
22193,580,282,282
22194,653,538,653
22195,571,705,571
22196,649,32,649
22197,351,710,710
22198,426,564,426
22199,124,655,655
22200,576,24,24
22201,41,308,308
22202,209,138,138
22203,53,9,53
22204,567,448,567
22205,224,100,224
22206,229,681,229
22207,667,396,667
22208,520,562,562
22209,161,91,91
22210,310,605,310
22211,108,244,244
22212,139,20,20
22213,304,605,605
22214,44,583,583
22215,274,578,274
22216,333,603,333
22217,647,129,647
22218,155,681,681
22219,102,387,102
22220,317,234,234
22221,708,266,708
22222,635,386,635
22223,184,206,184
22224,361,424,424
22225,353,570,570
22226,486,570,486
22227,421,262,421
22228,388,608,608
22229,368,269,269
22230,21,35,21
22231,43,11,11
22232,623,688,623
22233,294,715,715
22234,479,227,479
22235,122,257,122
22236,689,357,689
22237,262,143,262
22238,621,314,314
22239,467,307,467
22240,339,353,339
22241,433,107,107
22242,551,355,551
22243,617,363,617
22244,211,379,211
22245,112,264,112
22246,285,329,329
22247,190,383,383
22248,298,1,1
22249,173,394,394
22250,456,130,130
22251,451,544,451
22252,594,341,594
22253,569,681,681
22254,138,499,499
22255,492,134,492
22256,555,14,555
22257,479,142,142
22258,708,451,451
22259,711,51,51
22260,227,226,226
22261,597,470,470
22262,330,635,330
22263,491,103,491
22264,506,156,156
22265,586,544,586
22266,227,711,227
22267,633,569,569
22268,515,689,689
22269,165,618,618
22270,307,479,479
22271,332,721,721
22272,66,519,519
22273,417,404,417
22274,600,586,586
22275,151,654,151
22276,156,197,156
22277,424,415,424
22278,555,617,617
22279,574,428,428
22280,591,502,502
22281,6,7,6
22282,264,137,264
22283,6,531,6
22284,635,20,635
22285,473,441,441
22286,381,647,381
22287,261,554,554
22288,428,536,428
22289,69,675,675
22290,279,388,388
22291,373,614,373
22292,530,657,657
22293,243,487,243
22294,337,359,359
22295,240,337,240
22296,479,14,479
22297,130,287,130
22298,681,710,681
22299,142,37,142
22300,421,115,115
22301,607,499,499
22302,600,409,409
22303,215,597,215
22304,201,535,535
22305,211,384,384
22306,142,376,142
22307,630,150,630
22308,549,668,668
22309,110,258,110
22310,99,166,166
22311,255,451,451
22312,606,501,501
22313,298,214,214
22314,420,53,53
22315,329,415,415
22316,513,388,513
22317,383,579,383
22318,648,148,648
22319,256,499,499
22320,187,698,187
22321,669,89,89
22322,373,659,373
22323,555,331,555
22324,470,387,470
22325,191,691,691
22326,555,600,555
22327,323,504,504
22328,248,561,561
22329,402,308,308
22330,642,183,642
22331,286,538,286
22332,192,95,192
22333,373,210,210
22334,258,383,383
22335,639,362,639
22336,405,408,405
22337,266,375,375
22338,508,680,680
22339,619,533,619
22340,424,252,424
22341,191,358,358
22342,167,39,167
22343,227,295,227
22344,299,75,75
22345,491,313,491
22346,546,501,546
22347,626,654,654
22348,187,555,555
22349,425,249,249
22350,131,234,234
22351,459,58,58
22352,122,156,122
22353,387,62,62
22354,160,612,612
22355,19,350,350
22356,669,474,474
22357,557,431,431
22358,153,640,640
22359,36,388,36
22360,409,235,409
22361,156,503,156
22362,312,370,370
22363,524,656,656
22364,48,309,309
22365,287,527,527
22366,424,142,142
22367,64,506,64
22368,423,116,116
22369,649,438,649
22370,220,623,623
22371,573,190,573
22372,170,376,376
22373,30,110,110
22374,642,408,642
22375,519,260,519
22376,130,84,130
22377,711,150,150
22378,127,489,127
22379,72,123,123
22380,328,80,80
22381,8,386,386
22382,220,382,382
22383,290,234,234
22384,195,280,280
22385,267,420,267
22386,666,647,647
22387,68,6,6
22388,485,631,485
22389,686,507,507
22390,621,495,495
22391,37,112,112
22392,375,704,375
22393,111,579,579
22394,206,92,92
22395,130,421,421
22396,255,286,286
22397,537,36,537
22398,370,657,657
22399,710,450,450
22400,661,624,661
22401,222,196,196
22402,306,308,308
22403,212,483,483
22404,413,470,470
22405,690,78,78
22406,551,39,551
22407,282,695,695
22408,533,20,20
22409,29,95,95
22410,182,375,375
22411,144,272,144
22412,715,155,715
22413,709,72,72
22414,196,607,196
22415,219,204,219
22416,390,181,390
22417,401,640,640
22418,303,182,182
22419,310,209,310
22420,134,602,134
22421,264,7,264
22422,712,247,247
22423,206,667,667
22424,592,269,269
22425,689,353,689
22426,424,97,424
22427,305,537,537
22428,246,443,443
22429,265,711,711
22430,371,307,307
22431,374,713,374
22432,613,384,384
22433,317,372,317
22434,396,240,240
22435,52,325,52
22436,401,174,401
22437,665,272,272
22438,222,59,59
22439,413,614,614
22440,208,84,84
22441,492,650,492
22442,342,239,239
22443,493,87,493
22444,94,501,94
22445,229,539,229
22446,107,139,107
22447,577,226,226
22448,445,561,561
22449,620,382,620
22450,362,645,645
22451,88,212,212
22452,382,327,382
22453,239,45,239
22454,479,366,479
22455,3,38,38
22456,179,533,533
22457,281,318,318
22458,381,396,381
22459,581,204,581
22460,440,17,17
22461,486,458,486
22462,45,692,45
22463,281,443,281
22464,419,658,658
22465,477,313,313
22466,347,642,642
22467,103,260,260
22468,136,613,136
22469,398,169,169
22470,574,451,451
22471,99,710,99
22472,648,228,648
22473,314,57,57
22474,298,448,448
22475,341,529,529
22476,195,356,195
22477,500,24,24
22478,324,98,98
22479,312,334,312
22480,633,517,633
22481,672,478,478
22482,313,216,313
22483,391,474,474
22484,325,272,272
22485,278,517,278
22486,249,130,249
22487,175,121,121
22488,85,464,464
22489,101,688,101
22490,364,205,364
22491,692,69,692
22492,530,97,530
22493,618,182,182
22494,150,204,150
22495,203,635,635
22496,194,65,65
22497,229,548,229
22498,677,508,508
22499,719,384,719
22500,623,423,623
22501,52,479,52
22502,211,535,211
22503,621,540,621
22504,631,244,244
22505,129,41,41
22506,604,519,604
22507,190,243,243
22508,549,312,312
22509,424,267,424
22510,28,181,28
22511,409,188,188
22512,555,137,555
22513,293,287,287
22514,461,394,461
22515,669,711,711
22516,133,401,133
22517,543,687,687
22518,648,457,648
22519,292,37,37
22520,416,492,492
22521,552,478,478
22522,396,707,707
22523,229,379,229
22524,640,30,640
22525,318,50,50
22526,201,359,359
22527,273,373,373
22528,531,457,457
22529,171,682,171
22530,275,73,73
22531,189,543,189
22532,397,400,397
22533,306,576,576
22534,384,617,617
22535,479,32,479
22536,711,512,512
22537,223,272,272
22538,252,229,229
22539,632,586,632
22540,77,146,146
22541,314,319,319
22542,505,80,505
22543,656,711,656
22544,72,489,489
22545,392,611,392
22546,127,507,127
22547,107,375,107
22548,94,623,623
22549,4,248,4
22550,128,343,128
22551,183,376,376
22552,104,391,391
22553,407,229,229
22554,323,177,177
22555,301,225,225
22556,554,30,30
22557,665,148,148
22558,90,77,77
22559,710,365,365
22560,445,260,445
22561,376,36,376
22562,278,199,199
22563,609,18,18
22564,696,380,380
22565,358,686,686
22566,661,154,154
22567,304,484,484
22568,499,3,3
22569,84,318,84
22570,617,664,617
22571,694,89,694
22572,441,65,65
22573,443,514,514
22574,301,711,711
22575,314,158,314
22576,508,636,508
22577,87,703,87
22578,299,495,495
22579,547,692,547
22580,246,181,181
22581,648,695,695
22582,189,361,189
22583,451,299,451
22584,19,275,275
22585,20,415,20
22586,257,647,647
22587,167,328,167
22588,130,573,573
22589,661,397,397
22590,421,526,421
22591,62,206,62
22592,711,183,711
22593,124,679,679
22594,93,381,381
22595,62,109,62
22596,710,273,710
22597,631,647,647
22598,545,390,545
22599,373,150,150
22600,65,531,65
22601,422,102,102
22602,157,203,157
22603,15,576,15
22604,312,695,695
22605,324,598,598
22606,463,506,506
22607,347,494,494
22608,474,200,200
22609,567,266,567
22610,539,486,486
22611,122,663,663
22612,526,379,379
22613,627,417,417
22614,76,417,76
22615,628,565,628
22616,130,595,130
22617,446,283,446
22618,428,710,710
22619,532,304,532
22620,605,53,53
22621,627,409,627
22622,240,190,190
22623,362,182,362
22624,513,127,127
22625,711,393,711
22626,127,357,127
22627,645,343,645
22628,220,447,447
22629,493,175,493
22630,466,366,466
22631,56,6,6
22632,406,667,667
22633,143,26,143
22634,497,206,497
22635,91,486,486
22636,200,431,431
22637,140,183,140
22638,176,319,319
22639,405,321,405
22640,6,49,6
22641,154,35,154
22642,373,656,373
22643,83,677,677
22644,564,653,564
22645,257,6,6
22646,663,74,663
22647,196,635,635
22648,567,560,567
22649,525,285,285
22650,509,507,509
22651,420,377,377
22652,631,542,542
22653,14,710,710
22654,448,660,448
22655,357,171,171
22656,563,277,277
22657,498,254,254
22658,250,44,250
22659,84,29,84
22660,369,201,369
22661,264,358,264
22662,303,427,427
22663,569,656,569
22664,149,104,149
22665,21,365,21
22666,115,681,681
22667,80,579,579
22668,213,212,212
22669,280,405,405
22670,192,635,635
22671,90,352,352
22672,711,142,142
22673,73,603,73
22674,466,672,466
22675,711,156,711
22676,396,461,461
22677,23,152,23
22678,650,181,181
22679,570,271,570
22680,70,227,227
22681,486,541,486
22682,147,164,164
22683,277,235,277
22684,572,551,572
22685,487,300,300
22686,301,623,623
22687,216,280,280
22688,426,278,278
22689,88,507,507
22690,461,253,461
22691,136,169,169
22692,317,481,481
22693,48,591,48
22694,690,64,64
22695,472,678,678
22696,257,355,257
22697,115,377,115
22698,151,487,151
22699,6,569,6
22700,226,285,226
22701,528,485,528
22702,719,416,719
22703,275,693,275
22704,96,150,150
22705,228,662,662
22706,41,91,91
22707,239,347,239
22708,522,711,522
22709,613,650,613
22710,546,64,64
22711,514,117,514
22712,118,310,310
22713,401,483,483
22714,20,231,20
22715,440,491,491
22716,390,340,390
22717,381,428,428
22718,454,534,454
22719,622,366,366
22720,182,462,462
22721,292,35,35
22722,47,258,258
22723,104,675,675
22724,710,492,492
22725,474,212,474
22726,633,542,542
22727,450,338,338
22728,531,67,531
22729,55,227,55
22730,169,18,169
22731,144,414,144
22732,119,274,119
22733,90,591,90
22734,230,260,230
22735,721,405,405
22736,693,247,693
22737,288,687,288
22738,36,438,36
22739,134,549,549
22740,138,38,38
22741,626,721,721
22742,452,358,452
22743,554,72,72
22744,589,166,589
22745,561,433,561
22746,514,318,514
22747,181,146,146
22748,31,574,31
22749,275,573,573
22750,463,519,463
22751,704,140,140
22752,48,399,48
22753,381,413,381
22754,377,370,377
22755,222,336,336
22756,237,56,56
22757,138,228,228
22758,264,361,264
22759,476,698,698
22760,10,519,10
22761,598,490,598
22762,125,291,291
22763,638,590,638
22764,584,296,584
22765,130,257,130
22766,420,477,477
22767,549,510,510
22768,615,330,615
22769,39,237,237
22770,378,229,229
22771,213,202,202
22772,589,352,352
22773,179,201,201
22774,136,270,136
22775,261,180,180
22776,558,699,699
22777,268,254,254
22778,383,455,383
22779,509,251,509
22780,658,424,658
22781,9,549,549
22782,427,237,427
22783,682,108,108
22784,413,419,419
22785,527,610,527
22786,589,661,589
22787,709,422,709
22788,304,305,305
22789,634,252,252
22790,52,535,52
22791,362,204,362
22792,185,564,185
22793,224,24,24
22794,532,697,697
22795,399,22,22
22796,75,392,392
22797,353,507,507
22798,396,190,190
22799,464,18,464
22800,580,79,580
22801,487,115,115
22802,651,607,651
22803,129,109,109
22804,150,3,150
22805,682,81,81
22806,589,167,589
22807,585,80,585
22808,471,703,471
22809,81,21,21
22810,681,265,265
22811,346,614,614
22812,135,6,135
22813,197,638,638
22814,103,261,103
22815,15,55,15
22816,422,407,407
22817,302,102,302
22818,571,140,571
22819,44,592,592
22820,410,374,374
22821,531,548,531
22822,665,562,562
22823,688,129,688
22824,339,76,339
22825,138,34,34
22826,16,245,245
22827,469,218,469
22828,547,492,547
22829,248,524,248
22830,294,208,294
22831,345,39,345
22832,711,415,711
22833,524,165,524
22834,72,66,72
22835,139,482,482
22836,349,374,374
22837,87,208,87
22838,701,479,701
22839,408,603,408
22840,151,100,100
22841,238,515,238
22842,608,56,56
22843,473,140,473
22844,158,558,558
22845,3,47,3
22846,452,165,452
22847,488,702,702
22848,110,70,110
22849,644,141,644
22850,424,408,424
22851,176,97,97
22852,107,588,107
22853,666,584,666
22854,382,33,382
22855,565,564,565
22856,24,552,24
22857,531,26,26
22858,323,185,185
22859,544,691,544
22860,195,185,195
22861,440,155,155
22862,679,672,672
22863,506,171,171
22864,698,16,16
22865,384,34,384
22866,641,326,641
22867,347,565,565
22868,185,398,398
22869,332,258,332
22870,110,393,110
22871,509,548,509
22872,688,610,610
22873,395,67,395
22874,710,146,146
22875,166,607,166
22876,166,323,166
22877,475,423,475
22878,492,378,492
22879,678,614,678
22880,10,200,200
22881,528,681,528
22882,568,311,311
22883,710,292,710
22884,323,422,323
22885,294,25,25
22886,177,240,240
22887,149,436,149
22888,528,700,528
22889,412,295,295
22890,363,198,198
22891,181,413,181
22892,637,211,637
22893,632,500,500
22894,200,364,200
22895,215,711,215
22896,295,256,295
22897,230,568,230
22898,220,176,176
22899,647,474,647
22900,452,194,452
22901,174,321,321
22902,355,657,657
22903,227,140,227
22904,106,25,25
22905,553,377,553
22906,314,113,314
22907,336,124,124
22908,695,73,695
22909,83,257,257
22910,721,691,721
22911,663,485,663
22912,41,67,41
22913,636,483,483
22914,689,158,689
22915,680,672,672
22916,258,390,390
22917,145,12,145
22918,588,106,106
22919,622,110,110
22920,119,239,239
22921,208,319,319
22922,449,109,109
22923,456,564,456
22924,628,681,628
22925,108,146,146
22926,37,642,642
22927,541,502,502
22928,444,420,444
22929,265,28,28
22930,378,304,378
22931,713,710,710
22932,679,521,521
22933,268,569,569
22934,25,690,25
22935,366,398,398
22936,449,94,94
22937,151,501,151
22938,129,185,185
22939,131,531,131
22940,358,133,358
22941,493,230,493
22942,621,555,555
22943,386,360,386
22944,575,692,575
22945,68,22,22
22946,78,290,78
22947,254,219,254
22948,87,186,186
22949,483,208,483
22950,91,301,301
22951,248,198,198
22952,131,186,186
22953,44,641,641
22954,309,120,120
22955,478,192,192
22956,361,186,186
22957,445,393,445
22958,612,614,612
22959,13,266,13
22960,140,588,588
22961,43,627,627
22962,422,192,422
22963,387,425,425
22964,341,1,1
22965,207,559,207
22966,518,102,102
22967,609,44,609
22968,178,508,178
22969,7,121,121
22970,386,447,386
22971,138,643,643
22972,326,136,326
22973,301,477,477
22974,446,189,446
22975,462,425,425
22976,684,620,620
22977,521,359,521
22978,392,50,392
22979,20,252,20
22980,485,84,485
22981,693,393,693
22982,314,239,239
22983,47,460,460
22984,93,468,93
22985,219,382,382
22986,532,623,623
22987,140,490,490
22988,586,204,586
22989,707,29,707
22990,577,584,584
22991,13,137,13
22992,202,80,202
22993,258,18,18
22994,205,214,214
22995,511,546,546
22996,18,367,18
22997,308,220,308
22998,717,716,716
22999,17,592,17
23000,271,451,451
23001,557,526,557
23002,95,620,620
